year_month	county	hd	sd	cd	party	count
12/1/2012	WASHINGTON	33	17	1	Republican	8302
12/1/2012	WASHINGTON	34	17	1	Democrat	15252
12/1/2012	WASHINGTON	34	17	1	Independent Party	1486
12/1/2012	WASHINGTON	34	17	1	NAV+	9687
12/1/2012	WASHINGTON	34	17	1	Republican	9132
12/1/2012	WASHINGTON	35	18	1	Democrat	13581
12/1/2012	WASHINGTON	35	18	1	Independent Party	1362
12/1/2012	WASHINGTON	35	18	1	NAV+	8049
12/1/2012	WASHINGTON	35	18	1	Republican	10123
12/1/2012	WASHINGTON	37	19	1	Democrat	5442
12/1/2012	WASHINGTON	37	19	1	Independent Party	687
12/1/2012	WASHINGTON	37	19	1	NAV+	3726
12/1/2012	WASHINGTON	37	19	1	Republican	5141
12/1/2012	WASHINGTON	38	19	1	NAV+	0
12/1/2012	WHEELER	59	30	2	Democrat	280
12/1/2012	WHEELER	59	30	2	Independent Party	33
12/1/2012	WHEELER	59	30	2	NAV+	216
12/1/2012	WHEELER	59	30	2	Republican	435
12/1/2012	YAMHILL	10	5	1	Democrat	936
12/1/2012	YAMHILL	10	5	1	Independent Party	134
12/1/2012	YAMHILL	10	5	1	NAV+	842
12/1/2012	YAMHILL	10	5	1	Republican	1105
12/1/2012	YAMHILL	23	12	1	Democrat	2590
12/1/2012	YAMHILL	23	12	1	Independent Party	312
12/1/2012	YAMHILL	23	12	1	NAV+	1869
12/1/2012	YAMHILL	23	12	1	Republican	3190
12/1/2012	YAMHILL	24	12	1	Democrat	9669
12/1/2012	YAMHILL	24	12	1	Independent Party	1189
12/1/2012	YAMHILL	24	12	1	NAV+	6865
12/1/2012	YAMHILL	24	12	1	Republican	10205
12/1/2012	YAMHILL	25	13	1	Democrat	3970
12/1/2012	YAMHILL	25	13	1	Independent Party	688
12/1/2012	YAMHILL	25	13	1	NAV+	3209
12/1/2012	YAMHILL	25	13	1	Republican	5495
12/1/2012	YAMHILL	32	16	1	Republican	1
1/1/2013	BAKER	60	30	2	Democrat	2559
1/1/2013	BAKER	60	30	2	Independent Party	493
1/1/2013	BAKER	60	30	2	NAV+	2365
1/1/2013	BAKER	60	30	2	Republican	4728
1/1/2013	BENTON	15	8	4	Democrat	247
1/1/2013	BENTON	15	8	4	Independent Party	32
1/1/2013	BENTON	15	8	4	NAV+	180
1/1/2013	BENTON	15	8	4	Republican	235
1/1/2013	BENTON	15	8	5	Democrat	2043
1/1/2013	BENTON	15	8	5	Independent Party	227
1/1/2013	BENTON	15	8	5	NAV+	1232
1/1/2013	BENTON	15	8	5	Republican	2723
1/1/2013	BENTON	16	8	4	Democrat	16915
1/1/2013	BENTON	16	8	4	Independent Party	1624
1/1/2013	BENTON	16	8	4	NAV+	10054
1/1/2013	BENTON	16	8	4	Republican	8446
1/1/2013	BENTON	23	12	4	Democrat	2981
1/1/2013	BENTON	23	12	4	Independent Party	282
1/1/2013	BENTON	23	12	4	NAV+	1747
1/1/2013	BENTON	23	12	4	Republican	2584
1/1/2013	BENTON	23	12	5	Democrat	346
1/1/2013	BENTON	23	12	5	Independent Party	40
1/1/2013	BENTON	23	12	5	NAV+	252
1/1/2013	BENTON	23	12	5	Republican	348
1/1/2013	CLACKAMAS	18	9	3	Democrat	771
1/1/2013	CLACKAMAS	18	9	3	Independent Party	88
1/1/2013	CLACKAMAS	18	9	3	NAV+	630
1/1/2013	CLACKAMAS	18	9	3	Republican	903
1/1/2013	CLACKAMAS	18	9	5	Democrat	3567
1/1/2013	CLACKAMAS	18	9	5	Independent Party	469
1/1/2013	CLACKAMAS	18	9	5	NAV+	3037
1/1/2013	CLACKAMAS	18	9	5	Republican	5333
1/1/2013	CLACKAMAS	26	13	5	Democrat	3068
1/1/2013	CLACKAMAS	26	13	5	Independent Party	491
1/1/2013	CLACKAMAS	26	13	5	NAV+	2271
1/1/2013	CLACKAMAS	26	13	5	Republican	3501
1/1/2013	CLACKAMAS	35	18	5	Democrat	195
1/1/2013	CLACKAMAS	35	18	5	Independent Party	13
1/1/2013	CLACKAMAS	35	18	5	NAV+	120
1/1/2013	CLACKAMAS	35	18	5	Republican	180
1/1/2013	CLACKAMAS	37	19	5	Democrat	9620
1/1/2013	CLACKAMAS	37	19	5	Independent Party	1067
1/1/2013	CLACKAMAS	37	19	5	NAV+	5509
1/1/2013	CLACKAMAS	37	19	5	Republican	9394
1/1/2013	CLACKAMAS	38	19	5	Democrat	10399
1/1/2013	CLACKAMAS	38	19	5	Independent Party	1076
1/1/2013	CLACKAMAS	38	19	5	NAV+	5203
1/1/2013	CLACKAMAS	38	19	5	Republican	8424
1/1/2013	CLACKAMAS	39	20	3	Democrat	8336
1/1/2013	CLACKAMAS	39	20	3	Independent Party	908
1/1/2013	CLACKAMAS	39	20	3	NAV+	5764
1/1/2013	CLACKAMAS	39	20	3	Republican	8842
1/1/2013	CLACKAMAS	39	20	5	Democrat	5359
1/1/2013	CLACKAMAS	39	20	5	Independent Party	684
1/1/2013	CLACKAMAS	39	20	5	NAV+	3185
1/1/2013	CLACKAMAS	39	20	5	Republican	6987
1/1/2013	CLACKAMAS	40	20	3	Democrat	6
1/1/2013	CLACKAMAS	40	20	3	Independent Party	1
1/1/2013	CLACKAMAS	40	20	3	NAV+	2
1/1/2013	CLACKAMAS	40	20	3	Republican	7
1/1/2013	CLACKAMAS	40	20	5	Democrat	15078
1/1/2013	CLACKAMAS	40	20	5	Independent Party	1606
1/1/2013	CLACKAMAS	40	20	5	NAV+	9250
1/1/2013	CLACKAMAS	40	20	5	Republican	11869
1/1/2013	CLACKAMAS	41	21	5	Democrat	11237
1/1/2013	CLACKAMAS	41	21	5	Independent Party	1022
1/1/2013	CLACKAMAS	41	21	5	NAV+	6107
1/1/2013	CLACKAMAS	41	21	5	Republican	6085
1/1/2013	CLACKAMAS	48	24	3	Democrat	127
1/1/2013	CLACKAMAS	48	24	3	Independent Party	16
1/1/2013	CLACKAMAS	48	24	3	NAV+	82
1/1/2013	CLACKAMAS	48	24	3	Republican	209
1/1/2013	CLACKAMAS	48	24	5	Democrat	6210
1/1/2013	CLACKAMAS	48	24	5	Independent Party	695
1/1/2013	CLACKAMAS	48	24	5	NAV+	3953
1/1/2013	CLACKAMAS	48	24	5	Republican	4794
1/1/2013	CLACKAMAS	51	26	3	Democrat	4177
1/1/2013	CLACKAMAS	51	26	3	Independent Party	471
1/1/2013	CLACKAMAS	51	26	3	NAV+	2979
1/1/2013	CLACKAMAS	51	26	3	Republican	4668
1/1/2013	CLACKAMAS	51	26	5	Democrat	2251
1/1/2013	CLACKAMAS	51	26	5	Independent Party	273
1/1/2013	CLACKAMAS	51	26	5	NAV+	1662
1/1/2013	CLACKAMAS	51	26	5	Republican	2109
1/1/2013	CLACKAMAS	52	26	3	Democrat	6096
1/1/2013	CLACKAMAS	52	26	3	Independent Party	742
1/1/2013	CLACKAMAS	52	26	3	NAV+	4705
1/1/2013	CLACKAMAS	52	26	3	Republican	6057
1/1/2013	CLACKAMAS	59	30	5	NAV+	0
1/1/2013	CLATSOP	32	16	1	Democrat	8906
1/1/2013	CLATSOP	32	16	1	Independent Party	871
1/1/2013	CLATSOP	32	16	1	NAV+	5700
1/1/2013	CLATSOP	32	16	1	Republican	6310
1/1/2013	COLUMBIA	31	16	1	Democrat	11949
1/1/2013	COLUMBIA	31	16	1	Independent Party	1142
1/1/2013	COLUMBIA	31	16	1	NAV+	7418
1/1/2013	COLUMBIA	31	16	1	Republican	8804
1/1/2013	COOS	1	1	4	Democrat	5139
1/1/2013	COOS	1	1	4	Independent Party	623
1/1/2013	COOS	1	1	4	NAV+	3331
1/1/2013	COOS	1	1	4	Republican	5581
1/1/2013	COOS	9	5	4	Democrat	7947
1/1/2013	COOS	9	5	4	Independent Party	856
1/1/2013	COOS	9	5	4	NAV+	4737
1/1/2013	COOS	9	5	4	Republican	6766
1/1/2013	CROOK	55	28	2	Democrat	3325
1/1/2013	CROOK	55	28	2	Independent Party	614
1/1/2013	CROOK	55	28	2	NAV+	2785
1/1/2013	CROOK	55	28	2	Republican	5636
1/1/2013	CURRY	1	1	4	Democrat	4343
1/1/2013	CURRY	1	1	4	Independent Party	829
1/1/2013	CURRY	1	1	4	NAV+	3072
1/1/2013	CURRY	1	1	4	Republican	5721
1/1/2013	DESCHUTES	53	27	2	Democrat	11499
1/1/2013	DESCHUTES	53	27	2	Independent Party	2219
1/1/2013	DESCHUTES	53	27	2	NAV+	9299
1/1/2013	DESCHUTES	53	27	2	Republican	16102
1/1/2013	DESCHUTES	54	27	2	Democrat	14162
1/1/2013	DESCHUTES	54	27	2	Independent Party	2477
1/1/2013	DESCHUTES	54	27	2	NAV+	10709
1/1/2013	DESCHUTES	54	27	2	Republican	12360
1/1/2013	DESCHUTES	55	28	2	Democrat	2204
1/1/2013	DESCHUTES	55	28	2	Independent Party	441
1/1/2013	DESCHUTES	55	28	2	NAV+	1736
1/1/2013	DESCHUTES	55	28	2	Republican	2995
1/1/2013	DESCHUTES	59	30	2	Democrat	3462
1/1/2013	DESCHUTES	59	30	2	Independent Party	661
1/1/2013	DESCHUTES	59	30	2	NAV+	2488
1/1/2013	DESCHUTES	59	30	2	Republican	5648
1/1/2013	DOUGLAS	1	1	4	Democrat	2617
1/1/2013	DOUGLAS	1	1	4	Independent Party	387
1/1/2013	DOUGLAS	1	1	4	NAV+	1775
1/1/2013	DOUGLAS	1	1	4	Republican	4881
1/1/2013	DOUGLAS	2	1	4	Democrat	9372
1/1/2013	DOUGLAS	2	1	4	Independent Party	1394
1/1/2013	DOUGLAS	2	1	4	NAV+	6891
1/1/2013	DOUGLAS	2	1	4	Republican	13023
1/1/2013	DOUGLAS	7	4	4	Democrat	5542
1/1/2013	DOUGLAS	7	4	4	Independent Party	905
1/1/2013	DOUGLAS	7	4	4	NAV+	4226
1/1/2013	DOUGLAS	7	4	4	Republican	8647
1/1/2013	DOUGLAS	9	5	4	Democrat	1241
1/1/2013	DOUGLAS	9	5	4	Independent Party	147
1/1/2013	DOUGLAS	9	5	4	NAV+	684
1/1/2013	DOUGLAS	9	5	4	Republican	1206
1/1/2013	GILLIAM	57	29	2	Democrat	350
1/1/2013	GILLIAM	57	29	2	Independent Party	57
1/1/2013	GILLIAM	57	29	2	NAV+	264
1/1/2013	GILLIAM	57	29	2	Republican	573
1/1/2013	GRANT	60	30	2	Democrat	1084
1/1/2013	GRANT	60	30	2	Independent Party	187
1/1/2013	GRANT	60	30	2	NAV+	912
1/1/2013	GRANT	60	30	2	Republican	2329
1/1/2013	HARNEY	60	30	2	Democrat	993
1/1/2013	HARNEY	60	30	2	Independent Party	171
1/1/2013	HARNEY	60	30	2	NAV+	888
1/1/2013	HARNEY	60	30	2	Republican	2281
1/1/2013	HOOD RIVER	52	26	2	Democrat	4920
1/1/2013	HOOD RIVER	52	26	2	Independent Party	505
1/1/2013	HOOD RIVER	52	26	2	NAV+	3175
1/1/2013	HOOD RIVER	52	26	2	Republican	3104
1/1/2013	JACKSON	2	1	2	Democrat	240
1/1/2013	JACKSON	2	1	2	Independent Party	61
1/1/2013	JACKSON	2	1	2	NAV+	231
1/1/2013	JACKSON	2	1	2	Republican	401
1/1/2013	JACKSON	4	2	2	Democrat	7944
1/1/2013	JACKSON	4	2	2	Independent Party	1722
1/1/2013	JACKSON	4	2	2	NAV+	7363
1/1/2013	JACKSON	4	2	2	Republican	14062
1/1/2013	JACKSON	5	3	2	Democrat	18564
1/1/2013	JACKSON	5	3	2	Independent Party	2029
1/1/2013	JACKSON	5	3	2	NAV+	9842
1/1/2013	JACKSON	5	3	2	Republican	11716
1/1/2013	JACKSON	6	3	2	Democrat	10406
1/1/2013	JACKSON	6	3	2	Independent Party	1858
1/1/2013	JACKSON	6	3	2	NAV+	8083
1/1/2013	JACKSON	6	3	2	Republican	13418
1/1/2013	JACKSON	55	28	2	Democrat	3129
1/1/2013	JACKSON	55	28	2	Independent Party	640
1/1/2013	JACKSON	55	28	2	NAV+	2938
1/1/2013	JACKSON	55	28	2	Republican	5626
1/1/2013	JEFFERSON	59	30	2	Democrat	3203
1/1/2013	JEFFERSON	59	30	2	Independent Party	549
1/1/2013	JEFFERSON	59	30	2	NAV+	2366
1/1/2013	JEFFERSON	59	30	2	Republican	4035
1/1/2013	JOSEPHINE	1	1	4	Democrat	676
1/1/2013	JOSEPHINE	1	1	4	Independent Party	131
1/1/2013	JOSEPHINE	1	1	4	NAV+	715
1/1/2013	JOSEPHINE	1	1	4	Republican	1019
1/1/2013	JOSEPHINE	2	1	4	Democrat	894
1/1/2013	JOSEPHINE	2	1	4	Independent Party	183
1/1/2013	JOSEPHINE	2	1	4	NAV+	834
1/1/2013	JOSEPHINE	2	1	4	Republican	1546
1/1/2013	JOSEPHINE	3	2	2	Democrat	7148
1/1/2013	JOSEPHINE	3	2	2	Independent Party	1346
1/1/2013	JOSEPHINE	3	2	2	NAV+	6109
1/1/2013	JOSEPHINE	3	2	2	Republican	11022
1/1/2013	JOSEPHINE	3	2	4	Democrat	3895
1/1/2013	JOSEPHINE	3	2	4	Independent Party	593
1/1/2013	JOSEPHINE	3	2	4	NAV+	3465
1/1/2013	JOSEPHINE	3	2	4	Republican	4901
1/1/2013	JOSEPHINE	4	2	2	Democrat	1455
1/1/2013	JOSEPHINE	4	2	2	Independent Party	249
1/1/2013	JOSEPHINE	4	2	2	NAV+	1207
1/1/2013	JOSEPHINE	4	2	2	Republican	2570
1/1/2013	JOSEPHINE	4	2	4	Democrat	112
1/1/2013	JOSEPHINE	4	2	4	Independent Party	18
1/1/2013	JOSEPHINE	4	2	4	NAV+	98
1/1/2013	JOSEPHINE	4	2	4	Republican	186
1/1/2013	KLAMATH	5	3	2	NAV+	0
1/1/2013	KLAMATH	55	28	2	Democrat	1273
1/1/2013	KLAMATH	55	28	2	Independent Party	259
1/1/2013	KLAMATH	55	28	2	NAV+	959
1/1/2013	KLAMATH	55	28	2	Republican	1916
1/1/2013	KLAMATH	56	28	2	Democrat	7534
1/1/2013	KLAMATH	56	28	2	Independent Party	1430
1/1/2013	KLAMATH	56	28	2	NAV+	6277
1/1/2013	KLAMATH	56	28	2	Republican	14946
1/1/2013	LAKE	55	28	2	Democrat	298
1/1/2013	LAKE	55	28	2	Independent Party	79
1/1/2013	LAKE	55	28	2	NAV+	281
1/1/2013	LAKE	55	28	2	Republican	699
1/1/2013	LAKE	56	28	2	Democrat	558
1/1/2013	LAKE	56	28	2	Independent Party	117
1/1/2013	LAKE	56	28	2	NAV+	407
1/1/2013	LAKE	56	28	2	Republican	1413
1/1/2013	LAKE	60	30	2	Democrat	75
1/1/2013	LAKE	60	30	2	Independent Party	21
1/1/2013	LAKE	60	30	2	NAV+	48
1/1/2013	LAKE	60	30	2	Republican	260
1/1/2013	LANE	7	4	4	Democrat	6753
1/1/2013	LANE	7	4	4	Independent Party	776
1/1/2013	LANE	7	4	4	NAV+	4447
1/1/2013	LANE	7	4	4	Republican	6420
1/1/2013	LANE	8	4	4	Democrat	21129
1/1/2013	LANE	8	4	4	Independent Party	1633
1/1/2013	LANE	8	4	4	NAV+	10208
1/1/2013	LANE	8	4	4	Republican	9242
1/1/2013	LANE	9	5	4	Democrat	4587
1/1/2013	LANE	9	5	4	Independent Party	590
1/1/2013	LANE	9	5	4	NAV+	2444
1/1/2013	LANE	9	5	4	Republican	4019
1/1/2013	LANE	11	6	4	Democrat	13805
1/1/2013	LANE	11	6	4	Independent Party	1383
1/1/2013	LANE	11	6	4	NAV+	7136
1/1/2013	LANE	11	6	4	Republican	7912
1/1/2013	LANE	12	6	4	Democrat	13203
1/1/2013	LANE	12	6	4	Independent Party	1529
1/1/2013	LANE	12	6	4	NAV+	8761
1/1/2013	LANE	12	6	4	Republican	9131
1/1/2013	LANE	13	7	4	Democrat	17336
1/1/2013	LANE	13	7	4	Independent Party	1816
1/1/2013	LANE	13	7	4	NAV+	9671
1/1/2013	LANE	13	7	4	Republican	10301
1/1/2013	LANE	14	7	4	Democrat	15065
1/1/2013	LANE	14	7	4	Independent Party	1670
1/1/2013	LANE	14	7	4	NAV+	9399
1/1/2013	LANE	14	7	4	Republican	10999
1/1/2013	LINCOLN	9	5	5	Democrat	307
1/1/2013	LINCOLN	9	5	5	Independent Party	19
1/1/2013	LINCOLN	9	5	5	NAV+	108
1/1/2013	LINCOLN	9	5	5	Republican	144
1/1/2013	LINCOLN	10	5	5	Democrat	11487
1/1/2013	LINCOLN	10	5	5	Independent Party	1406
1/1/2013	LINCOLN	10	5	5	NAV+	7072
1/1/2013	LINCOLN	10	5	5	Republican	7327
1/1/2013	LINN	11	6	4	Democrat	2475
1/1/2013	LINN	11	6	4	Independent Party	432
1/1/2013	LINN	11	6	4	NAV+	1920
1/1/2013	LINN	11	6	4	Republican	3962
1/1/2013	LINN	15	8	4	Democrat	9966
1/1/2013	LINN	15	8	4	Independent Party	1454
1/1/2013	LINN	15	8	4	NAV+	7210
1/1/2013	LINN	15	8	4	Republican	10623
1/1/2013	LINN	17	9	4	Democrat	8290
1/1/2013	LINN	17	9	4	Independent Party	1366
1/1/2013	LINN	17	9	4	NAV+	6667
1/1/2013	LINN	17	9	4	Republican	10437
1/1/2013	MALHEUR	60	30	2	Democrat	2842
1/1/2013	MALHEUR	60	30	2	Independent Party	396
1/1/2013	MALHEUR	60	30	2	NAV+	3112
1/1/2013	MALHEUR	60	30	2	Republican	6226
1/1/2013	MARION	17	9	5	Democrat	2745
1/1/2013	MARION	17	9	5	Independent Party	380
1/1/2013	MARION	17	9	5	NAV+	1980
1/1/2013	MARION	17	9	5	Republican	4214
1/1/2013	MARION	18	9	5	Democrat	6336
1/1/2013	MARION	18	9	5	Independent Party	818
1/1/2013	MARION	18	9	5	NAV+	4228
1/1/2013	MARION	18	9	5	Republican	8317
1/1/2013	MARION	19	10	5	Democrat	11868
1/1/2013	MARION	19	10	5	Independent Party	1497
1/1/2013	MARION	19	10	5	NAV+	7831
1/1/2013	MARION	19	10	5	Republican	13759
1/1/2013	MARION	20	10	5	Democrat	4883
1/1/2013	MARION	20	10	5	Independent Party	497
1/1/2013	MARION	20	10	5	NAV+	2673
1/1/2013	MARION	20	10	5	Republican	4742
1/1/2013	MARION	21	11	5	Democrat	11645
1/1/2013	MARION	21	11	5	Independent Party	1158
1/1/2013	MARION	21	11	5	NAV+	7165
1/1/2013	MARION	21	11	5	Republican	7826
1/1/2013	MARION	22	11	5	Democrat	8070
1/1/2013	MARION	22	11	5	Independent Party	844
1/1/2013	MARION	22	11	5	NAV+	5565
1/1/2013	MARION	22	11	5	Republican	5912
1/1/2013	MARION	23	12	5	Democrat	1544
1/1/2013	MARION	23	12	5	Independent Party	234
1/1/2013	MARION	23	12	5	NAV+	1219
1/1/2013	MARION	23	12	5	Republican	2462
1/1/2013	MARION	25	13	5	Democrat	7041
1/1/2013	MARION	25	13	5	Independent Party	917
1/1/2013	MARION	25	13	5	NAV+	4777
1/1/2013	MARION	25	13	5	Republican	8616
1/1/2013	MARION	39	20	5	Democrat	8
1/1/2013	MARION	39	20	5	Independent Party	5
1/1/2013	MARION	39	20	5	NAV+	4
1/1/2013	MARION	39	20	5	Republican	20
1/1/2013	MARION	59	30	5	NAV+	0
1/1/2013	MORROW	57	29	2	Democrat	1407
1/1/2013	MORROW	57	29	2	Independent Party	248
1/1/2013	MORROW	57	29	2	NAV+	1272
1/1/2013	MORROW	57	29	2	Republican	2030
1/1/2013	MULTNOMAH	27	14	1	Democrat	39
1/1/2013	MULTNOMAH	27	14	1	Independent Party	2
1/1/2013	MULTNOMAH	27	14	1	NAV+	4
1/1/2013	MULTNOMAH	27	14	1	Republican	13
1/1/2013	MULTNOMAH	27	14	3	Democrat	747
1/1/2013	MULTNOMAH	27	14	3	Independent Party	46
1/1/2013	MULTNOMAH	27	14	3	NAV+	236
1/1/2013	MULTNOMAH	27	14	3	Republican	444
1/1/2013	MULTNOMAH	31	16	1	Democrat	1905
1/1/2013	MULTNOMAH	31	16	1	Independent Party	124
1/1/2013	MULTNOMAH	31	16	1	NAV+	987
1/1/2013	MULTNOMAH	31	16	1	Republican	1012
1/1/2013	MULTNOMAH	33	17	1	Democrat	7598
1/1/2013	MULTNOMAH	33	17	1	Independent Party	621
1/1/2013	MULTNOMAH	33	17	1	NAV+	3657
1/1/2013	MULTNOMAH	33	17	1	Republican	1937
1/1/2013	MULTNOMAH	35	18	1	Democrat	2260
1/1/2013	MULTNOMAH	35	18	1	Independent Party	147
1/1/2013	MULTNOMAH	35	18	1	NAV+	942
1/1/2013	MULTNOMAH	35	18	1	Republican	805
1/1/2013	MULTNOMAH	35	18	3	Democrat	445
1/1/2013	MULTNOMAH	35	18	3	Independent Party	20
1/1/2013	MULTNOMAH	35	18	3	NAV+	175
1/1/2013	MULTNOMAH	35	18	3	Republican	105
1/1/2013	MULTNOMAH	35	18	5	Democrat	470
1/1/2013	MULTNOMAH	35	18	5	Independent Party	44
1/1/2013	MULTNOMAH	35	18	5	NAV+	211
1/1/2013	MULTNOMAH	35	18	5	Republican	224
1/1/2013	MULTNOMAH	36	18	1	Democrat	8650
1/1/2013	MULTNOMAH	36	18	1	Independent Party	582
1/1/2013	MULTNOMAH	36	18	1	NAV+	3705
1/1/2013	MULTNOMAH	36	18	1	Republican	2116
1/1/2013	MULTNOMAH	36	18	3	Democrat	15688
1/1/2013	MULTNOMAH	36	18	3	Independent Party	1425
1/1/2013	MULTNOMAH	36	18	3	NAV+	8203
1/1/2013	MULTNOMAH	36	18	3	Republican	4051
1/1/2013	MULTNOMAH	38	19	3	Democrat	10274
1/1/2013	MULTNOMAH	38	19	3	Independent Party	716
1/1/2013	MULTNOMAH	38	19	3	NAV+	4446
1/1/2013	MULTNOMAH	38	19	3	Republican	3080
1/1/2013	MULTNOMAH	38	19	5	Democrat	1281
1/1/2013	MULTNOMAH	38	19	5	Independent Party	99
1/1/2013	MULTNOMAH	38	19	5	NAV+	509
1/1/2013	MULTNOMAH	38	19	5	Republican	593
1/1/2013	MULTNOMAH	41	21	3	Democrat	9923
1/1/2013	MULTNOMAH	41	21	3	Independent Party	564
1/1/2013	MULTNOMAH	41	21	3	NAV+	4229
1/1/2013	MULTNOMAH	41	21	3	Republican	2090
1/1/2013	MULTNOMAH	42	21	3	Democrat	27136
1/1/2013	MULTNOMAH	42	21	3	Independent Party	1695
1/1/2013	MULTNOMAH	42	21	3	NAV+	14799
1/1/2013	MULTNOMAH	42	21	3	Republican	2883
1/1/2013	MULTNOMAH	43	22	3	Democrat	29824
1/1/2013	MULTNOMAH	43	22	3	Independent Party	1490
1/1/2013	MULTNOMAH	43	22	3	NAV+	13040
1/1/2013	MULTNOMAH	43	22	3	Republican	2652
1/1/2013	MULTNOMAH	44	22	3	Democrat	21426
1/1/2013	MULTNOMAH	44	22	3	Independent Party	1276
1/1/2013	MULTNOMAH	44	22	3	NAV+	11139
1/1/2013	MULTNOMAH	44	22	3	Republican	3703
1/1/2013	MULTNOMAH	45	23	3	Democrat	24104
1/1/2013	MULTNOMAH	45	23	3	Independent Party	1381
1/1/2013	MULTNOMAH	45	23	3	NAV+	10410
1/1/2013	MULTNOMAH	45	23	3	Republican	5928
1/1/2013	MULTNOMAH	46	23	3	Democrat	21301
1/1/2013	MULTNOMAH	46	23	3	Independent Party	1321
1/1/2013	MULTNOMAH	46	23	3	NAV+	11219
1/1/2013	MULTNOMAH	46	23	3	Republican	4865
1/1/2013	MULTNOMAH	47	24	3	Democrat	14302
1/1/2013	MULTNOMAH	47	24	3	Independent Party	1050
1/1/2013	MULTNOMAH	47	24	3	NAV+	8594
1/1/2013	MULTNOMAH	47	24	3	Republican	6550
1/1/2013	MULTNOMAH	48	24	3	Democrat	6320
1/1/2013	MULTNOMAH	48	24	3	Independent Party	531
1/1/2013	MULTNOMAH	48	24	3	NAV+	4799
1/1/2013	MULTNOMAH	48	24	3	Republican	2294
1/1/2013	MULTNOMAH	48	24	5	Democrat	569
1/1/2013	MULTNOMAH	48	24	5	Independent Party	70
1/1/2013	MULTNOMAH	48	24	5	NAV+	413
1/1/2013	MULTNOMAH	48	24	5	Republican	410
1/1/2013	MULTNOMAH	49	25	3	Democrat	12337
1/1/2013	MULTNOMAH	49	25	3	Independent Party	1362
1/1/2013	MULTNOMAH	49	25	3	NAV+	8512
1/1/2013	MULTNOMAH	49	25	3	Republican	8154
1/1/2013	MULTNOMAH	50	25	3	Democrat	12314
1/1/2013	MULTNOMAH	50	25	3	Independent Party	1264
1/1/2013	MULTNOMAH	50	25	3	NAV+	8352
1/1/2013	MULTNOMAH	50	25	3	Republican	9142
1/1/2013	MULTNOMAH	51	26	3	Democrat	6292
1/1/2013	MULTNOMAH	51	26	3	Independent Party	532
1/1/2013	MULTNOMAH	51	26	3	NAV+	4382
1/1/2013	MULTNOMAH	51	26	3	Republican	3614
1/1/2013	MULTNOMAH	52	26	3	Democrat	2819
1/1/2013	MULTNOMAH	52	26	3	Independent Party	311
1/1/2013	MULTNOMAH	52	26	3	NAV+	1882
1/1/2013	MULTNOMAH	52	26	3	Republican	2923
1/1/2013	POLK	10	5	5	Democrat	584
1/1/2013	POLK	10	5	5	Independent Party	69
1/1/2013	POLK	10	5	5	NAV+	470
1/1/2013	POLK	10	5	5	Republican	434
1/1/2013	POLK	20	10	5	Democrat	8583
1/1/2013	POLK	20	10	5	Independent Party	1115
1/1/2013	POLK	20	10	5	NAV+	5408
1/1/2013	POLK	20	10	5	Republican	8561
1/1/2013	POLK	23	12	5	Democrat	5707
1/1/2013	POLK	23	12	5	Independent Party	703
1/1/2013	POLK	23	12	5	NAV+	3851
1/1/2013	POLK	23	12	5	Republican	7766
1/1/2013	SHERMAN	57	29	2	Democrat	348
1/1/2013	SHERMAN	57	29	2	Independent Party	34
1/1/2013	SHERMAN	57	29	2	NAV+	243
1/1/2013	SHERMAN	57	29	2	Republican	605
1/1/2013	TILLAMOOK	10	5	5	Democrat	2012
1/1/2013	TILLAMOOK	10	5	5	Independent Party	210
1/1/2013	TILLAMOOK	10	5	5	NAV+	1124
1/1/2013	TILLAMOOK	10	5	5	Republican	1762
1/1/2013	TILLAMOOK	32	16	5	Democrat	3998
1/1/2013	TILLAMOOK	32	16	5	Independent Party	385
1/1/2013	TILLAMOOK	32	16	5	NAV+	2387
1/1/2013	TILLAMOOK	32	16	5	Republican	3141
1/1/2013	UMATILLA	57	29	2	Democrat	4689
1/1/2013	UMATILLA	57	29	2	Independent Party	741
1/1/2013	UMATILLA	57	29	2	NAV+	5263
1/1/2013	UMATILLA	57	29	2	Republican	6724
1/1/2013	UMATILLA	58	29	2	Democrat	4323
1/1/2013	UMATILLA	58	29	2	Independent Party	702
1/1/2013	UMATILLA	58	29	2	NAV+	3918
1/1/2013	UMATILLA	58	29	2	Republican	6641
1/1/2013	UNION	58	29	2	Democrat	4118
1/1/2013	UNION	58	29	2	Independent Party	634
1/1/2013	UNION	58	29	2	NAV+	3382
1/1/2013	UNION	58	29	2	Republican	7036
1/1/2013	WALLOWA	58	29	2	Democrat	1272
1/1/2013	WALLOWA	58	29	2	Independent Party	151
1/1/2013	WALLOWA	58	29	2	NAV+	877
1/1/2013	WALLOWA	58	29	2	Republican	2489
1/1/2013	WASCO	57	29	2	Democrat	368
1/1/2013	WASCO	57	29	2	Independent Party	55
1/1/2013	WASCO	57	29	2	NAV+	343
1/1/2013	WASCO	57	29	2	Republican	637
1/1/2013	WASCO	59	30	2	Democrat	4717
1/1/2013	WASCO	59	30	2	Independent Party	486
1/1/2013	WASCO	59	30	2	NAV+	3156
1/1/2013	WASCO	59	30	2	Republican	3934
1/1/2013	WASHINGTON	24	12	1	Democrat	2540
1/1/2013	WASHINGTON	24	12	1	Independent Party	312
1/1/2013	WASHINGTON	24	12	1	NAV+	1852
